id,kategori,deger,aciklama
38360,C,351,Yok
38361,C,327,Yok
38362,B,70,Yok
38363,A,199,Yok
38364,B,327,Yok
38365,B,278,Yok
38366,B,324,Yok
38367,D,220,Yok
38368,A,419,Yok
38369,D,26,Yok
38370,B,410,Yok
38371,C,264,Yok
38372,B,25,Yok
38373,A,258,Yok
38374,C,450,Yok
38375,A,278,Yok
38376,B,206,Yok
38377,A,235,Yok
38378,D,28,Yok
38379,C,486,Yok
38380,A,102,Yok
38381,C,484,Yok
38382,C,85,Yok
38383,B,255,Yok
38384,B,129,Yok
38385,C,63,Yok
38386,A,462,Yok
38387,C,454,Yok
38388,B,487,Yok
38389,A,442,Yok
38390,C,422,Yok
38391,B,452,Yok
38392,C,32,Yok
38393,C,454,Yok
38394,C,131,Yok
38395,A,254,Yok
38396,B,249,Yok
38397,B,394,Yok
38398,D,116,Yok
38399,C,78,Yok
38400,C,313,Yok
38401,D,247,Yok
38402,C,269,Yok
38403,A,276,Yok
38404,D,436,Yok
38405,B,279,Yok
38406,C,41,Yok
38407,B,377,Yok
38408,C,109,Yok
38409,D,193,Yok
38410,B,86,Yok
38411,C,233,Yok
38412,A,187,Yok
38413,D,199,Yok
38414,C,274,Yok
38415,C,424,Yok
38416,C,444,Yok
38417,D,383,Yok
38418,C,187,Yok
38419,C,114,Yok
38420,B,474,Yok
38421,B,264,Yok
38422,D,214,Yok
38423,D,129,Yok
38424,A,423,Yok
38425,C,291,Yok
38426,B,119,Yok
38427,B,148,Yok
38428,C,396,Yok
38429,C,191,Yok
38430,D,476,Yok
38431,A,159,Yok
38432,A,186,Yok
38433,D,64,Yok
38434,D,351,Yok
38435,B,328,Yok
38436,D,361,Yok
38437,A,208,Yok
38438,B,329,Yok
38439,A,382,Yok
38440,C,353,Yok
38441,A,82,Yok
38442,B,56,Yok
38443,A,98,Yok
38444,B,95,Yok
38445,B,161,Yok
38446,D,53,Yok
38447,A,144,Yok
38448,D,261,Yok
38449,D,263,Yok
38450,A,190,Yok
38451,B,416,Yok
38452,C,202,Yok
38453,A,46,Yok
38454,D,109,Yok
38455,D,78,Yok
38456,B,288,Yok
38457,D,307,Yok
38458,C,222,Yok
38459,D,280,Yok
38460,B,203,Yok
38461,A,478,Yok
38462,B,123,Yok
38463,D,27,Yok
38464,B,177,Yok
38465,D,27,Yok
38466,B,155,Yok
38467,A,216,Yok
38468,D,324,Yok
38469,C,340,Yok
38470,C,263,Yok
38471,C,120,Yok
38472,C,469,Yok
38473,D,202,Yok
38474,D,492,Yok
38475,A,499,Yok
38476,B,388,Yok
38477,D,41,Yok
38478,C,72,Yok
38479,D,403,Yok
38480,C,149,Yok
38481,A,224,Yok
38482,B,100,Yok
38483,D,266,Yok
38484,B,106,Yok
38485,C,112,Yok
38486,C,28,Yok
38487,B,383,Yok
38488,A,416,Yok
38489,B,20,Yok
38490,B,314,Yok
38491,D,333,Yok
38492,D,390,Yok
38493,C,332,Yok
38494,D,212,Yok
38495,A,441,Yok
38496,A,402,Yok
38497,A,289,Yok
38498,C,304,Yok
38499,A,274,Yok
38500,A,280,Yok
38501,D,114,Yok
38502,C,10,Yok
38503,B,212,Yok
38504,A,120,Yok
38505,D,259,Yok
38506,B,368,Yok
38507,A,32,Yok
38508,B,18,Yok
38509,B,143,Yok
38510,C,277,Yok
38511,C,373,Yok
38512,A,63,Yok
38513,A,408,Yok
38514,C,396,Yok
38515,A,266,Yok
38516,A,150,Yok
38517,C,255,Yok
38518,B,234,Yok
38519,A,84,Yok
38520,D,327,Yok
38521,C,217,Yok
38522,A,254,Yok
38523,A,140,Yok
38524,C,25,Yok
38525,D,169,Yok
38526,D,483,Yok
38527,C,421,Yok
38528,D,391,Yok
38529,A,356,Yok
38530,D,370,Yok
38531,A,218,Yok
38532,B,185,Yok
38533,D,441,Yok
38534,B,292,Yok
38535,C,277,Yok
38536,D,428,Yok
38537,A,156,Yok
38538,D,490,Yok
38539,C,154,Yok
38540,C,264,Yok
38541,A,402,Yok
38542,D,183,Yok
38543,B,405,Yok
38544,C,42,Yok
38545,C,216,Yok
38546,A,166,Yok
38547,D,406,Yok
38548,B,204,Yok
38549,D,236,Yok
38550,D,195,Yok
38551,B,350,Yok
38552,A,253,Yok
38553,C,112,Yok
38554,A,364,Yok
38555,A,236,Yok
38556,D,109,Yok
38557,B,104,Yok
38558,C,342,Yok
38559,D,233,Yok
38560,C,72,Yok
38561,D,219,Yok
38562,B,245,Yok
38563,C,283,Yok
38564,C,403,Yok
38565,A,393,Yok
38566,D,375,Yok
38567,D,345,Yok
38568,D,96,Yok
38569,A,424,Yok
38570,A,252,Yok
38571,C,446,Yok
38572,D,235,Yok
38573,D,53,Yok
38574,C,422,Yok
38575,C,58,Yok
38576,C,89,Yok
38577,B,66,Yok
38578,B,487,Yok
38579,C,125,Yok
38580,A,98,Yok
38581,A,238,Yok
38582,D,430,Yok
38583,B,185,Yok
38584,B,348,Yok
38585,C,254,Yok
38586,C,131,Yok
38587,C,136,Yok
38588,C,383,Yok
38589,C,105,Yok
38590,A,260,Yok
38591,A,123,Yok
38592,C,110,Yok
38593,A,196,Yok
38594,C,112,Yok
38595,C,277,Yok
38596,B,152,Yok
38597,A,193,Yok
38598,A,88,Yok
38599,B,349,Yok
38600,A,69,Yok
38601,B,335,Yok
38602,D,284,Yok
38603,A,446,Yok
38604,C,166,Yok
38605,B,199,Yok
38606,C,127,Yok
38607,C,164,Yok
38608,A,236,Yok
38609,B,258,Yok
38610,D,234,Yok
38611,C,391,Yok
38612,C,119,Yok
38613,D,348,Yok
38614,B,305,Yok
38615,A,301,Yok
38616,C,206,Yok
38617,A,413,Yok
38618,B,491,Yok
38619,D,57,Yok
38620,A,464,Yok
38621,B,363,Yok
38622,A,320,Yok
38623,A,195,Yok
38624,C,485,Yok
38625,A,304,Yok
38626,C,119,Yok
38627,B,351,Yok
38628,B,434,Yok
38629,C,315,Yok
38630,D,452,Yok
38631,A,449,Yok
38632,B,241,Yok
38633,B,446,Yok
38634,D,239,Yok
38635,B,456,Yok
38636,C,178,Yok
38637,D,39,Yok
38638,B,320,Yok
38639,D,222,Yok
38640,D,326,Yok
38641,B,177,Yok
38642,B,466,Yok
38643,B,301,Yok
38644,D,406,Yok
38645,C,439,Yok
38646,C,384,Yok
38647,A,106,Yok
38648,B,99,Yok
38649,C,10,Yok
38650,A,197,Yok
38651,A,11,Yok
38652,B,301,Yok
38653,A,182,Yok
38654,C,487,Yok
38655,A,89,Yok
38656,A,146,Yok
38657,C,280,Yok
38658,A,176,Yok
38659,A,64,Yok
38660,D,452,Yok
38661,A,351,Yok
38662,A,88,Yok
38663,D,269,Yok
38664,D,409,Yok
38665,D,242,Yok
38666,B,132,Yok
38667,B,20,Yok
38668,C,489,Yok
38669,A,31,Yok
38670,C,202,Yok
38671,B,63,Yok
38672,A,355,Yok
38673,A,12,Yok
38674,D,489,Yok
38675,B,362,Yok
38676,A,490,Yok
38677,D,331,Yok
38678,A,223,Yok
38679,B,194,Yok
38680,C,21,Yok
38681,C,133,Yok
38682,A,203,Yok
38683,D,366,Yok
38684,D,17,Yok
38685,D,90,Yok
38686,B,397,Yok
38687,C,309,Yok
38688,C,202,Yok
38689,A,399,Yok
38690,C,455,Yok
38691,D,130,Yok
38692,B,305,Yok
38693,D,351,Yok
38694,D,44,Yok
38695,C,392,Yok
38696,B,315,Yok
38697,B,433,Yok
38698,D,276,Yok
38699,A,331,Yok
38700,C,132,Yok
38701,A,135,Yok
38702,D,27,Yok
38703,C,466,Yok
38704,A,79,Yok
38705,A,43,Yok
38706,A,21,Yok
38707,C,286,Yok
38708,A,69,Yok
38709,B,483,Yok
38710,D,137,Yok
38711,C,275,Yok
38712,B,25,Yok
38713,A,216,Yok
38714,D,288,Yok
38715,A,243,Yok
38716,B,414,Yok
38717,A,70,Yok
38718,C,308,Yok
38719,B,25,Yok
38720,C,195,Yok
38721,D,20,Yok
38722,C,221,Yok
38723,C,286,Yok
38724,A,386,Yok
38725,A,409,Yok
38726,B,468,Yok
38727,D,170,Yok
38728,B,95,Yok
38729,D,482,Yok
38730,D,170,Yok
38731,C,110,Yok
38732,A,107,Yok
38733,D,152,Yok
38734,A,330,Yok
38735,D,125,Yok
38736,A,397,Yok
38737,B,474,Yok
38738,A,229,Yok
38739,C,41,Yok
38740,D,401,Yok
38741,C,301,Yok
38742,D,109,Yok
38743,C,476,Yok
38744,D,321,Yok
38745,A,97,Yok
38746,D,140,Yok
38747,C,151,Yok
38748,C,489,Yok
38749,D,469,Yok
38750,D,256,Yok
38751,B,104,Yok
38752,B,43,Yok
38753,A,232,Yok
38754,A,45,Yok
38755,A,489,Yok
38756,A,172,Yok
38757,A,41,Yok
38758,D,473,Yok
38759,B,10,Yok
38760,D,241,Yok
38761,B,317,Yok
38762,B,406,Yok
38763,C,340,Yok
38764,C,84,Yok
38765,B,162,Yok
38766,D,329,Yok
38767,B,398,Yok
38768,A,134,Yok
38769,D,200,Yok
38770,D,222,Yok
38771,B,492,Yok
38772,A,85,Yok
38773,B,61,Yok
38774,A,439,Yok
38775,D,214,Yok
38776,B,204,Yok
38777,A,469,Yok
38778,C,440,Yok
38779,D,427,Yok
38780,D,285,Yok
38781,C,176,Yok
38782,A,61,Yok
38783,D,59,Yok
38784,A,77,Yok
38785,C,50,Yok
38786,B,263,Yok
38787,D,436,Yok
38788,D,314,Yok
38789,A,80,Yok
38790,D,312,Yok
38791,B,322,Yok
38792,C,76,Yok
38793,D,55,Yok
38794,C,50,Yok
38795,A,214,Yok
38796,B,422,Yok
38797,D,178,Yok
38798,C,350,Yok
38799,B,183,Yok
38800,C,290,Yok
38801,A,268,Yok
38802,B,39,Yok
38803,B,112,Yok
38804,A,351,Yok
38805,A,267,Yok
38806,D,274,Yok
38807,A,67,Yok
38808,A,13,Yok
38809,C,465,Yok
38810,B,412,Yok
38811,C,94,Yok
38812,A,23,Yok
38813,D,394,Yok
38814,C,370,Yok
38815,C,285,Yok
38816,B,220,Yok
38817,B,499,Yok
38818,B,388,Yok
38819,D,217,Yok
38820,D,83,Yok
38821,A,75,Yok
38822,A,74,Yok
38823,B,401,Yok
38824,C,274,Yok
38825,B,48,Yok
38826,A,73,Yok
38827,C,132,Yok
38828,A,243,Yok
38829,D,322,Yok
38830,B,219,Yok
38831,B,408,Yok
38832,C,115,Yok
38833,B,345,Yok
38834,A,350,Yok
38835,A,248,Yok
38836,D,418,Yok
38837,A,481,Yok
38838,C,409,Yok
38839,A,186,Yok
38840,D,82,Yok
38841,D,495,Yok
38842,B,344,Yok
38843,C,313,Yok
38844,A,214,Yok
38845,D,69,Yok
38846,A,70,Yok
38847,D,383,Yok
38848,B,53,Yok
38849,D,289,Yok
38850,B,188,Yok
38851,C,42,Yok
38852,A,405,Yok
38853,A,147,Yok
38854,B,255,Yok
38855,C,424,Yok
38856,B,449,Yok
38857,D,269,Yok
38858,B,367,Yok
38859,C,173,Yok
38860,D,19,Yok
38861,A,460,Yok
38862,A,415,Yok
38863,A,222,Yok
38864,C,175,Yok
38865,C,495,Yok
38866,C,183,Yok
38867,C,204,Yok
38868,C,38,Yok
38869,D,110,Yok
38870,B,316,Yok
38871,A,197,Yok
38872,C,196,Yok
38873,A,142,Yok
38874,C,12,Yok
38875,A,379,Yok
38876,B,457,Yok
38877,A,359,Yok
38878,A,312,Yok
38879,C,49,Yok
38880,D,253,Yok
38881,D,17,Yok
38882,A,117,Yok
38883,D,193,Yok
38884,B,470,Yok
38885,B,383,Yok
38886,D,447,Yok
38887,D,93,Yok
38888,B,255,Yok
38889,D,342,Yok
38890,D,271,Yok
38891,C,83,Yok
38892,C,318,Yok
38893,D,419,Yok
38894,D,335,Yok
38895,C,392,Yok
38896,C,291,Yok
38897,D,421,Yok
38898,C,469,Yok
38899,B,62,Yok
38900,A,70,Yok
38901,B,433,Yok
38902,C,205,Yok
38903,B,481,Yok
38904,A,280,Yok
38905,C,481,Yok
38906,B,22,Yok
38907,B,204,Yok
38908,A,228,Yok
38909,C,496,Yok
38910,D,182,Yok
38911,C,344,Yok
38912,A,419,Yok
38913,A,65,Yok
38914,A,32,Yok
38915,A,48,Yok
38916,D,106,Yok
38917,C,286,Yok
38918,C,151,Yok
38919,B,278,Yok
38920,D,297,Yok
38921,D,499,Yok
38922,B,245,Yok
38923,B,405,Yok
38924,C,328,Yok
38925,C,317,Yok
38926,C,339,Yok
38927,D,287,Yok
38928,D,440,Yok
38929,B,418,Yok
38930,A,125,Yok
38931,A,102,Yok
38932,A,131,Yok
38933,A,208,Yok
38934,A,251,Yok
38935,C,300,Yok
38936,B,102,Yok
38937,A,89,Yok
38938,A,337,Yok
38939,A,444,Yok
38940,C,452,Yok
38941,A,466,Yok
38942,B,29,Yok
38943,C,131,Yok
38944,C,156,Yok
38945,D,281,Yok
38946,D,71,Yok
38947,C,294,Yok
38948,A,363,Yok
38949,A,357,Yok
38950,A,299,Yok
38951,A,346,Yok
38952,D,13,Yok
38953,B,320,Yok
38954,C,61,Yok
38955,A,107,Yok
38956,D,39,Yok
38957,B,246,Yok
38958,C,196,Yok
38959,C,329,Yok
38960,C,175,Yok
38961,A,295,Yok
38962,C,232,Yok
38963,A,308,Yok
38964,B,361,Yok
38965,D,321,Yok
38966,D,235,Yok
38967,D,219,Yok
38968,C,143,Yok
38969,D,252,Yok
38970,B,268,Yok
38971,A,433,Yok
38972,D,343,Yok
38973,A,124,Yok
38974,A,303,Yok
38975,D,410,Yok
38976,D,188,Yok
38977,D,420,Yok
38978,C,430,Yok
38979,D,35,Yok
38980,C,215,Yok
38981,B,197,Yok
38982,A,365,Yok
38983,B,97,Yok
38984,D,158,Yok
38985,A,330,Yok
38986,D,327,Yok
38987,D,435,Yok
38988,A,105,Yok
38989,B,328,Yok
38990,D,468,Yok
38991,A,323,Yok
38992,B,377,Yok
38993,C,265,Yok
38994,B,90,Yok
38995,B,71,Yok
38996,A,332,Yok
38997,B,366,Yok
38998,C,294,Yok
38999,C,156,Yok
39000,D,372,Yok
39001,C,382,Yok
39002,D,362,Yok
39003,C,240,Yok
39004,B,120,Yok
39005,D,142,Yok
39006,C,203,Yok
39007,B,18,Yok
39008,B,178,Yok
39009,D,162,Yok
39010,A,125,Yok
39011,B,93,Yok
39012,B,340,Yok
39013,A,386,Yok
39014,D,405,Yok
39015,C,330,Yok
39016,C,481,Yok
39017,B,346,Yok
39018,A,409,Yok
39019,B,64,Yok
39020,D,431,Yok
39021,B,52,Yok
39022,C,392,Yok
39023,A,401,Yok
39024,D,62,Yok
39025,B,326,Yok
39026,C,481,Yok
39027,B,335,Yok
39028,C,439,Yok
39029,A,402,Yok
39030,D,460,Yok
39031,B,365,Yok
39032,D,288,Yok
39033,A,296,Yok
39034,C,43,Yok
39035,A,495,Yok
39036,A,241,Yok
39037,D,300,Yok
39038,A,57,Yok
39039,B,474,Yok
39040,C,30,Yok
39041,A,253,Yok
39042,B,76,Yok
39043,C,303,Yok
39044,D,318,Yok
39045,C,300,Yok
39046,D,235,Yok
39047,C,279,Yok
39048,A,345,Yok
39049,D,323,Yok
39050,D,77,Yok
39051,D,82,Yok
39052,A,47,Yok
39053,A,152,Yok
39054,C,447,Yok
39055,C,330,Yok
39056,A,19,Yok
39057,A,253,Yok
39058,D,148,Yok
39059,C,104,Yok
39060,C,124,Yok
39061,D,429,Yok
39062,D,491,Yok
39063,D,66,Yok
39064,B,303,Yok
39065,B,346,Yok
39066,A,205,Yok
39067,C,116,Yok
39068,D,302,Yok
39069,D,283,Yok
39070,C,304,Yok
39071,B,429,Yok
39072,C,254,Yok
39073,A,49,Yok
39074,B,16,Yok
39075,C,469,Yok
39076,C,156,Yok
39077,A,302,Yok
39078,C,273,Yok
39079,B,211,Yok
39080,D,173,Yok
39081,D,336,Yok
39082,D,357,Yok
39083,B,393,Yok
39084,C,178,Yok
39085,C,52,Yok
39086,C,347,Yok
39087,C,430,Yok
39088,D,458,Yok
39089,B,63,Yok
39090,A,230,Yok
39091,B,256,Yok
39092,C,223,Yok
39093,C,383,Yok
39094,B,159,Yok
39095,B,440,Yok
39096,D,438,Yok
39097,C,225,Yok
39098,B,162,Yok
39099,C,285,Yok
39100,B,39,Yok
39101,C,444,Yok
39102,B,208,Yok
39103,C,140,Yok
39104,A,335,Yok
39105,D,89,Yok
39106,A,342,Yok
39107,D,272,Yok
39108,D,38,Yok
39109,B,448,Yok
39110,A,468,Yok
39111,D,11,Yok
39112,C,391,Yok
39113,B,225,Yok
39114,B,419,Yok
39115,C,438,Yok
39116,C,319,Yok
39117,D,380,Yok
39118,C,303,Yok
39119,B,18,Yok
39120,C,239,Yok
39121,A,109,Yok
39122,B,498,Yok
39123,C,79,Yok
39124,B,63,Yok
39125,D,440,Yok
39126,A,359,Yok
39127,D,215,Yok
39128,A,441,Yok
39129,C,343,Yok
39130,B,215,Yok
39131,C,417,Yok
39132,D,91,Yok
39133,B,395,Yok
39134,C,105,Yok
39135,C,99,Yok
39136,B,40,Yok
39137,B,414,Yok
39138,D,230,Yok
39139,A,87,Yok
39140,A,498,Yok
39141,B,73,Yok
39142,A,314,Yok
39143,D,440,Yok
39144,A,394,Yok
39145,B,427,Yok
39146,D,169,Yok
39147,B,200,Yok
39148,D,249,Yok
39149,D,328,Yok
39150,B,189,Yok
39151,C,176,Yok
39152,B,85,Yok
39153,D,57,Yok
39154,B,140,Yok
39155,B,252,Yok
39156,D,407,Yok
39157,A,351,Yok
39158,D,35,Yok
39159,B,300,Yok
39160,D,224,Yok
39161,D,368,Yok
39162,A,13,Yok
39163,C,438,Yok
39164,B,291,Yok
39165,B,238,Yok
39166,A,372,Yok
39167,D,190,Yok
39168,C,250,Yok
39169,B,457,Yok
39170,C,163,Yok
39171,C,355,Yok
39172,D,231,Yok
39173,D,124,Yok
39174,D,389,Yok
39175,B,166,Yok
39176,C,105,Yok
39177,C,70,Yok
39178,B,151,Yok
39179,A,230,Yok
39180,D,190,Yok
39181,B,452,Yok
39182,D,462,Yok
39183,C,167,Yok
39184,B,31,Yok
39185,A,489,Yok
39186,D,474,Yok
39187,C,103,Yok
39188,C,143,Yok
39189,A,270,Yok
39190,A,50,Yok
39191,D,262,Yok
39192,C,109,Yok
39193,A,95,Yok
39194,B,312,Yok
39195,A,288,Yok
39196,B,342,Yok
39197,C,239,Yok
39198,D,190,Yok
39199,C,177,Yok
39200,C,373,Yok
39201,C,392,Yok
39202,C,454,Yok
39203,D,345,Yok
39204,A,23,Yok
39205,D,287,Yok
39206,D,333,Yok
39207,D,248,Yok
39208,D,90,Yok
39209,A,396,Yok
39210,C,204,Yok
39211,A,210,Yok
39212,A,431,Yok
39213,C,16,Yok
39214,A,406,Yok
39215,D,361,Yok
39216,D,448,Yok
39217,C,251,Yok
39218,C,267,Yok
39219,C,117,Yok
39220,D,174,Yok
39221,C,375,Yok
39222,A,245,Yok
39223,A,214,Yok
39224,B,358,Yok
39225,B,214,Yok
39226,C,443,Yok
39227,B,157,Yok
39228,D,314,Yok
39229,D,258,Yok
39230,A,404,Yok
39231,A,497,Yok
39232,B,315,Yok
39233,B,50,Yok
39234,D,128,Yok
39235,A,82,Yok
39236,B,13,Yok
39237,D,52,Yok
39238,A,216,Yok
39239,D,237,Yok
39240,D,40,Yok
39241,A,395,Yok
39242,D,21,Yok
39243,B,94,Yok
39244,D,377,Yok
39245,B,423,Yok
39246,C,181,Yok
39247,C,379,Yok
39248,C,480,Yok
39249,D,340,Yok
39250,C,45,Yok
39251,C,34,Yok
39252,D,336,Yok
39253,A,315,Yok
39254,D,337,Yok
39255,B,386,Yok
39256,D,415,Yok
39257,A,45,Yok
39258,C,111,Yok
39259,D,140,Yok
39260,C,87,Yok
39261,B,36,Yok
39262,A,493,Yok
39263,C,355,Yok
39264,C,16,Yok
39265,C,430,Yok
39266,C,448,Yok
39267,D,53,Yok
39268,A,81,Yok
39269,A,113,Yok
39270,C,453,Yok
39271,A,324,Yok
39272,C,189,Yok
39273,B,141,Yok
39274,B,252,Yok
39275,B,139,Yok
39276,A,410,Yok
39277,C,253,Yok
39278,D,254,Yok
39279,D,222,Yok
39280,B,237,Yok
39281,B,221,Yok
39282,A,167,Yok
39283,D,441,Yok
39284,A,372,Yok
39285,B,139,Yok
39286,C,344,Yok
39287,C,113,Yok
39288,C,331,Yok
39289,B,420,Yok
39290,A,414,Yok
39291,C,226,Yok
39292,D,102,Yok
39293,D,398,Yok
39294,B,330,Yok
39295,D,290,Yok
39296,D,243,Yok
39297,B,290,Yok
39298,A,57,Yok
39299,C,20,Yok
39300,B,490,Yok
39301,D,246,Yok
39302,C,28,Yok
39303,C,242,Yok
39304,C,283,Yok
39305,B,251,Yok
39306,C,16,Yok
39307,A,390,Yok
39308,D,352,Yok
39309,B,13,Yok
39310,B,158,Yok
39311,C,137,Yok
39312,D,50,Yok
39313,C,86,Yok
39314,C,228,Yok
39315,B,399,Yok
39316,A,470,Yok
39317,D,456,Yok
39318,D,155,Yok
39319,D,292,Yok
39320,D,480,Yok
39321,A,183,Yok
39322,B,387,Yok
39323,A,311,Yok
39324,C,488,Yok
39325,B,94,Yok
39326,A,482,Yok
39327,D,54,Yok
39328,D,52,Yok
39329,B,217,Yok
39330,A,59,Yok
39331,B,345,Yok
39332,D,240,Yok
39333,A,286,Yok
39334,D,137,Yok
39335,B,298,Yok
39336,B,229,Yok
39337,B,39,Yok
39338,B,391,Yok
39339,B,394,Yok
39340,C,206,Yok
39341,B,42,Yok
39342,B,84,Yok
39343,D,258,Yok
39344,B,337,Yok
39345,A,104,Yok
39346,B,222,Yok
39347,C,98,Yok
39348,B,155,Yok
39349,D,405,Yok
39350,A,405,Yok
39351,A,492,Yok
39352,B,457,Yok
39353,B,294,Yok
39354,B,215,Yok
39355,B,342,Yok
39356,D,284,Yok
39357,D,93,Yok
39358,A,267,Yok
39359,B,277,Yok
39360,D,437,Yok
39361,D,339,Yok
39362,A,301,Yok
39363,A,410,Yok
39364,C,400,Yok
39365,D,366,Yok
39366,A,493,Yok
39367,D,283,Yok
39368,D,278,Yok
39369,B,470,Yok
39370,B,69,Yok
39371,B,497,Yok
39372,B,405,Yok
39373,D,344,Yok
39374,C,441,Yok
39375,C,188,Yok
39376,C,110,Yok
39377,D,76,Yok
39378,C,453,Yok
39379,D,403,Yok
39380,A,288,Yok
39381,C,141,Yok
39382,D,245,Yok
39383,A,135,Yok
39384,B,34,Yok
39385,A,458,Yok
39386,A,198,Yok
39387,C,78,Yok
39388,B,462,Yok
39389,B,56,Yok
39390,C,292,Yok
39391,A,134,Yok
39392,D,199,Yok
39393,C,80,Yok
39394,A,58,Yok
39395,D,326,Yok
39396,C,353,Yok
39397,C,352,Yok
39398,B,465,Yok
39399,B,423,Yok
39400,B,296,Yok
39401,D,409,Yok
39402,C,357,Yok
39403,B,202,Yok
39404,B,276,Yok
39405,C,455,Yok
39406,D,252,Yok
39407,B,303,Yok
39408,A,480,Yok
39409,D,361,Yok
39410,B,489,Yok
39411,A,264,Yok
39412,B,264,Yok
39413,D,102,Yok
39414,C,360,Yok
39415,C,68,Yok
39416,D,156,Yok
39417,B,274,Yok
39418,D,105,Yok
39419,A,360,Yok
39420,B,206,Yok
39421,D,288,Yok
39422,C,375,Yok
39423,D,192,Yok
39424,B,94,Yok
39425,D,285,Yok
39426,C,150,Yok
39427,A,374,Yok
39428,D,66,Yok
39429,D,413,Yok
39430,A,389,Yok
39431,D,184,Yok
39432,C,214,Yok
39433,A,400,Yok
39434,C,171,Yok
39435,C,449,Yok
39436,C,125,Yok
39437,B,190,Yok
39438,A,446,Yok
39439,B,346,Yok
39440,B,72,Yok
39441,D,167,Yok
39442,A,205,Yok
39443,D,256,Yok
39444,B,13,Yok
39445,D,174,Yok
39446,C,48,Yok
39447,B,45,Yok
39448,C,152,Yok
39449,A,479,Yok
39450,D,340,Yok
39451,B,173,Yok
39452,A,361,Yok
39453,C,284,Yok
39454,D,25,Yok
39455,D,339,Yok
39456,B,244,Yok
39457,D,474,Yok
39458,D,244,Yok
39459,C,436,Yok
39460,C,257,Yok
39461,C,399,Yok
39462,A,249,Yok
39463,A,118,Yok
39464,D,131,Yok
39465,A,124,Yok
39466,B,490,Yok
39467,C,221,Yok
39468,A,279,Yok
39469,D,421,Yok
39470,C,253,Yok
39471,A,261,Yok
39472,C,241,Yok
39473,A,143,Yok
39474,D,156,Yok
39475,A,254,Yok
39476,A,116,Yok
39477,A,271,Yok
39478,C,244,Yok
39479,A,14,Yok
39480,A,203,Yok
39481,A,57,Yok
39482,C,207,Yok
39483,D,151,Yok
39484,D,87,Yok
39485,D,359,Yok
39486,A,310,Yok
39487,C,177,Yok
39488,D,225,Yok
39489,D,167,Yok
39490,D,84,Yok
39491,B,87,Yok
39492,C,415,Yok
39493,B,396,Yok
39494,A,422,Yok
39495,D,57,Yok
39496,A,247,Yok
39497,C,17,Yok
39498,A,186,Yok
39499,A,144,Yok
39500,D,417,Yok
39501,C,398,Yok
39502,A,264,Yok
39503,B,93,Yok
39504,D,73,Yok
39505,B,142,Yok
39506,D,186,Yok
39507,A,207,Yok
39508,D,485,Yok
39509,A,24,Yok
39510,B,68,Yok
39511,A,99,Yok
39512,D,382,Yok
39513,D,118,Yok
39514,D,30,Yok
39515,B,350,Yok
39516,C,18,Yok
39517,B,440,Yok
39518,A,373,Yok
39519,A,434,Yok
39520,B,65,Yok
39521,B,211,Yok
39522,A,441,Yok
39523,A,327,Yok
39524,A,354,Yok
39525,C,94,Yok
39526,C,235,Yok
39527,B,168,Yok
39528,B,203,Yok
39529,C,115,Yok
39530,D,369,Yok
39531,C,153,Yok
39532,B,172,Yok
39533,C,186,Yok
39534,D,251,Yok
39535,B,168,Yok
39536,A,85,Yok
39537,B,319,Yok
39538,C,32,Yok
39539,C,243,Yok
39540,D,111,Yok
39541,C,26,Yok
39542,D,373,Yok
39543,B,23,Yok
39544,C,106,Yok
39545,B,185,Yok
39546,A,313,Yok
39547,A,15,Yok
39548,D,288,Yok
39549,C,313,Yok
39550,B,186,Yok
39551,B,326,Yok
39552,C,168,Yok
39553,B,497,Yok
39554,C,142,Yok
39555,C,332,Yok
39556,A,175,Yok
39557,C,254,Yok
39558,B,421,Yok
39559,C,40,Yok
39560,A,195,Yok
39561,A,191,Yok
39562,D,26,Yok
39563,B,287,Yok
39564,C,201,Yok
39565,B,278,Yok
39566,B,250,Yok
39567,C,309,Yok
39568,A,478,Yok
39569,B,184,Yok
39570,D,478,Yok
39571,B,15,Yok
39572,A,19,Yok
39573,D,67,Yok
39574,D,49,Yok
39575,D,23,Yok
39576,D,160,Yok
39577,C,336,Yok
39578,C,225,Yok
39579,C,152,Yok
39580,D,480,Yok
39581,A,398,Yok
39582,B,306,Yok
39583,D,413,Yok
39584,A,137,Yok
39585,B,317,Yok
39586,D,275,Yok
39587,B,386,Yok
39588,C,352,Yok
39589,C,250,Yok
39590,C,164,Yok
39591,A,60,Yok
39592,C,372,Yok
39593,A,119,Yok
39594,C,69,Yok
39595,C,390,Yok
39596,C,232,Yok
39597,A,383,Yok
39598,B,15,Yok
39599,A,121,Yok
39600,D,214,Yok
39601,D,293,Yok
39602,A,153,Yok
39603,A,26,Yok
39604,B,183,Yok
39605,A,258,Yok
39606,C,376,Yok
39607,B,488,Yok
39608,A,19,Yok
39609,A,168,Yok
39610,D,68,Yok
39611,B,432,Yok
39612,D,243,Yok
39613,A,143,Yok
39614,B,375,Yok
39615,C,349,Yok
39616,A,186,Yok
39617,A,370,Yok
39618,D,158,Yok
39619,C,409,Yok
39620,A,162,Yok
39621,D,432,Yok
39622,D,45,Yok
39623,A,116,Yok
39624,B,171,Yok
39625,A,337,Yok
39626,C,23,Yok
39627,A,450,Yok
39628,B,58,Yok
39629,D,352,Yok
39630,C,85,Yok
